L_RNA1_ratio_scaled	L_RNA2_ratio_scaled	L_RNA3_ratio_scaled	L_RNA4_ratio_scaled	L_RNA5_ratio_scaled
chr11:48183294-48183558	-1.86114180212589	-1.5875320286483	-1.00935463325144	-1.05006717684759	-0.514008612059368
chr1:148888123-148888387	-2.53358275446177	-2.88378192482152	-1.43568286184242	-2.68942935673986	-2.17895236094666
chr1:148911893-148912157	-1.39919575931485	0.124025686872893	-0.137274616320789	-1.38405595080448	-1.21978363403482
chr1:148915115-148915379	-1.65644068030422	-1.32082418442584	-1.34205593754534	-1.57201298670172	-1.30230190088025
chr1:148919227-148919491	-3.61507341343943	-2.9163784652883	-3.05238962895833	-2.45610994540272	-2.43097515142935
chr1:148922693-148922957	0.165780919189107	0.375293893131857	0.14530977557495	-0.148359375877328	-0.0240166517876248
chr1:148996752-148997016	-0.49816892022578	-0.201367303547237	-0.356823668186141	0.375304614701686	-0.560829306041702
chr1:149041682-149041946	0.944595795013179	1.18924947108788	1.14568714231367	1.14013517389563	0.850809324525201
chr1:149094807-149095071	-1.43103033562101	-0.310774423987175	-1.14047416844211	-0.469881710387506	-0.448573166812556
chr1:149212240-149212504	-0.856515776440544	-0.178852052944462	-0.938335141116999	-0.413477194451146	-1.38465865683176
chr11:4934204-4934468	-1.56247690419341	-1.19308913683092	-2.04196172729297	-1.59202747004644	-1.82690895151329
chr1:150021750-150022014	-1.54238783590587	-1.65168949021394	-2.16264704502629	-2.11309443201548	-2.3383277983308
chr1:150187741-150188005	0.0465798196729532	0.489367166677316	0.228352853793607	-0.123399229715373	-0.141157138857397
chr1:150192509-150192773	0.350424537288563	0.549050677069691	0.474440108520537	0.89879456394469	0.654858011495766
chr1:150473943-150474207	-0.880931185813146	-0.43888544960204	-3.88878850506857	-1.17734735998804	-2.12079447835422
chr1:150895975-150896239	0.00256806293264181	0.368431211890198	-0.413424773905442	-1.07775266491401	-1.38442151615078
chr1:151023147-151023411	-0.601310815814855	-0.743445620747293	-1.28018187607709	-0.2418626642206	-1.53586155461445
chr1:151169622-151169886	-0.193539046569385	-0.120862284594238	-0.0851433489033618	-0.393828642989166	-0.460792683065104
chr1:151175452-151175716	0.756276292275138	-0.260420215960411	-0.639715974924191	-0.419312216993215	-1.12238543256487
chr1:152036622-152036886	1.05056321757104	1.22098946320772	1.56309371623232	1.31589509597759	1.60142993306469
chr1:152047687-152047951	0.460055840304471	0.617557387800451	0.806583704034794	0.562076687827417	0.00099670413939999
chr11:52496170-52496434	-1.18951439202986	-0.584663684823115	-0.554806209108793	0.359223020421846	-0.800458348777608
chr1:15283148-15283412	0.288547776528633	0.458607055949367	0.864182741933094	-0.063883605223188	0.0376310049602794
chr1:15337551-15337815	-0.305722852718738	-0.263118105769984	0.0287830297502944	-0.0218229120589639	-0.0471698909318985
chr1:153612703-153612967	0.0431044615799414	0.76162705958674	0.703875972826012	0.62117738984371	0.872414463745388
chr1:153671400-153671664	-1.717279664751	-2.32191572102221	-1.54957702057847	-1.34907530850835	-1.87674824899437
chr1:153764065-153764329	-0.624631861096789	-0.442249738377986	0.746604270798599	-0.753798272716384	-1.85758201601011
chr1:153896830-153897094	-1.32860838312919	-2.06482265847586	-1.10420878667012	-2.11052333509325	-1.83157022438354
chr1:1543427-1543691	-1.40053637163215	-2.09231908824713	-1.25023495267178	-2.16168498379813	-2.02291337162776
chr11:54422012-54422276	-0.855354393916339	-1.38906747737411	-0.939889396589901	-1.06807577788127	-1.24293899186148
chr1:154599418-154599682	0.538020875486362	0.809314227725302	0.378080994950355	0.753763131253721	0.637230587602707
chr1:154698296-154698560	0.119842714480402	0.281231603611535	0.546607006549191	0.371958052825412	0.109668968496416
chr1:154912264-154912528	-0.0294107083705363	0.349909749606554	-0.151059073553945	0.811363382727861	0.336063454424597
chr1:15492804-15493068	0.340813046923495	0.424599575573524	0.0399171978487807	0.0624898446814897	0.0757952057922618
chr1:15500539-15500803	0.727072167661574	0.92007291254362	0.159248664575508	0.615945285585216	1.11413903061195
chr1:155107673-155107937	-0.18434896090257	-0.168746640979611	-0.30108086954455	-0.378530753071783	-0.817708527982551
chr1:155304891-155305155	0.381248650636369	0.0924394370293728	0.172450677426002	0.230373974909402	-0.0354566916971208
chr1:155795487-155795751	0.00509912395226418	-2.33003619325746	-0.689901758618701	-1.19222835165056	-1.16263192341556
chr1:156070361-156070625	-0.91375971042021	-0.675997920903639	-0.647605562593981	-0.615499885688755	-0.887457529174253
chr1:156600315-156600579	-0.995252870120875	-0.468272947818999	0.0144179261239745	0.0997707060189641	-0.756255524496448
chr1:15662893-15663157	-1.21345443572854	-1.25411860030132	-1.23979415913038	-1.27606184179908	-0.982163847579928
chr11:5684712-5684976	1.13925871165532	1.0966640847731	0.88552542143313	0.27081148237103	0.443885869649285
chr1:15717922-15718186	0.861748604188132	0.0605418042199162	0.385787329874437	0.444018114403033	0.274108464889001
chr11:57200485-57200749	0.205631082525292	0.314785375328234	0.267539665479181	0.308028905438975	0.130321512839855
chr1:157439696-157439960	-0.912745268140935	-0.787015843761679	-1.33421939271641	-0.29907858654837	-0.985908963685416
chr11:57440801-57441065	0.393651603825583	0.101299977534744	-0.257855988991296	-0.341434401433891	0.567536835152942
chr11:57453238-57453502	-0.651193812446123	-0.0907017007161341	-0.0481223989051365	-0.316104785606611	0.099558187334436
chr11:57541459-57541723	-1.54012608239889	-0.768450819282057	-0.867736224048619	-1.23072083455794	-1.16569422534591
chr11:57588049-57588313	0.0553550296998925	0.16414918902542	0.0739418185197209	0.184764334681146	0.220630509795805
chr11:57616293-57616557	-0.404515558247874	-0.234469174658944	-0.0913790858473423	-0.569524111303838	-0.457864135275919
chr11:581678-581942	1.20430327336895	1.05230858843509	1.17766260094901	1.22178199801701	1.06085734637646
chr11:58730269-58730533	-0.264194290180944	-0.376095892466221	-0.229882170394102	0.225119212030841	1.06758061170182
chr11:58924574-58924838	-1.69756770058755	-0.798471512696588	-4.29191736025265	-1.46798435738109	-2.32658176620676
chr11:58927842-58928106	-0.159990172113761	0.139336782176991	0.00792956015323098	0.107448326262835	-0.149713762016341
chr11:58939714-58939978	-0.0205887031488599	-0.325075060611346	-0.313714042681317	-0.156519342474522	-0.302221465718025
chr11:58999668-58999932	-0.284954957042182	-0.785696450272732	-0.14733758741512	-0.297944074306156	-0.886063549760294
chr1:159509532-159509796	0.223779276538579	-0.419105075348873	-0.817143377986366	-0.58610391118084	-0.641326840352494
chr1:159561134-159561398	0.680738705186988	-1.27945869703012	-1.214862361724	-1.26932282848236	-1.06272271044651
chr1:159583380-159583644	-1.32141968019216	0.62223525656594	-1.57972531715197	-0.609668925093518	-1.19348957860419
chr1:159587213-159587477	-0.798814603487976	-0.866150264847191	-1.16162630618662	-0.191872715602377	-0.100005113899068
chr1:159591176-159591440	-1.91341026614812	-1.57757765613717	-4.5523198886217	-2.40039095070183	-2.78927590389048
chr11:59655168-59655432	-1.08355562762264	-1.37126813571193	-1.40351490619201	-1.27305996627577	-0.979693713852874
chr11:59674184-59674448	-1.15623160628762	-0.750801295662063	-1.44864526739312	-2.19424946456156	-1.00440290555273
chr1:159713558-159713822	0.973059370566332	0.00640991467458447	-0.334901807778713	1.14527142264741	-0.00545409950325166
chr1:159987647-159987911	-3.61076169693518	-3.15285044240708	-3.85054905867627	-4.15598816026429	-3.80353529886593
chr1:159992518-159992782	-2.59168952831707	-2.86195599099185	-1.76464405111549	-2.06766296909945	-2.01524331374766
chr1:160190647-160190911	-0.244744923539125	-0.0206231608951365	0.260369711510868	0.74546704031671	0.537451574748429
chr1:160193428-160193692	1.17600162576708	1.82033086802512	1.87405419491996	1.48028696926737	0.865089964551502
chr1:160351972-160352236	-0.00496711223404157	1.15126687231642	-1.56188472754363	0.35053804173173	-0.543478677335987
chr1:160803377-160803641	0.00313741487676756	0.186170103598527	-0.0967610657287875	0.174810523216649	-0.23160121762197
chr11:60936847-60937111	0.566695983880187	1.23021794751724	1.02892535403759	0.94810129941075	1.09040908207299
chr11:60959767-60960031	1.76805299514702	-0.144082534447363	-0.11440676549343	-0.287932655376105	-0.103827253605965
chr1:161224557-161224821	-0.77375445643882	-0.803469239892223	-0.86309345841163	-0.936882987810804	-0.979344184421344
chr1:161237867-161238131	0.542926045573627	0.864746906966315	0.896700937893157	0.861170029990616	0.694968575992191
chr1:161244779-161245043	-0.0599057720829386	0.225407599441703	0.537858847598534	-0.111520518230888	0.436145349155349
chr11:61525316-61525580	0.598977750534918	0.908393768252139	1.0106545966361	0.892690594492596	0.781762864539825
chr11:61530245-61530509	1.23317268626908	1.05880131251525	1.65061517162941	1.08791298524778	1.23732002726776
chr11:61577486-61577750	-0.154553450422302	1.38186303632266	0.629815091637896	0.345730072835271	0.588238954927413
chr11:61594946-61595210	0.127834061584592	-0.0373542572223411	1.13532029422065	0.729105135189784	1.40858678105828
chr11:61645825-61646089	-1.06704345776065	-0.500203720892169	-1.01348791027765	-0.775524186597526	-0.847166969618998
chr11:61706876-61707140	1.56069483176089	1.11805530411931	0.457429486591183	0.516865994816434	0.791065721891988
chr11:61729365-61729629	0.153698386027548	-0.364867280754366	0.229227772855669	0.757626131748974	-0.375615920890905
chr11:61851278-61851542	0.177759807336824	0.994263269394607	0.18030684886494	0.647010044178191	0.372321478585389
chr1:162152112-162152376	-0.221875732956231	-0.177670857629612	0.203409351038812	0.163977662100366	0.111113060984573
chr1:162234770-162235034	0.252779418626803	0.16100440981126	1.13215790985579	0.446737542491884	0.263373585123156
chr11:62242439-62242703	-0.617508287782237	-0.291631186370503	-0.0471079285197554	-0.0963168754401522	-0.560945662078506
chr1:162365968-162366232	-0.258245583873112	0.019031357891449	0.281359073405558	0.357201382426625	0.000566986140128237
chr1:162372212-162372476	-1.42416087461679	-0.216308251114013	-1.27004445846811	-0.178125253896994	-0.261147888579971
chr1:162388254-162388518	-1.50622565500379	-1.59440888701541	-1.21837436936323	-1.519644243516	-1.71240418146339
chr1:162487952-162488216	-0.489566364634973	-0.52249714841119	0.0531990107882515	-0.0253275614792383	0.256226820909005
chr1:16254847-16255111	0.441583223941269	1.13018862409615	0.55636163683469	0.863574057077441	0.750822227551471
chr11:62574303-62574567	0.499282250101222	2.27636806240965	-0.16632471007168	-0.0204641394559213	0.261908126562051
chr1:162790209-162790473	-1.62472004319358	-1.34288609307356	-1.54703423090002	-1.45359552048514	-2.22087727532374
chr1:162818324-162818588	-2.65906816215664	-2.59212793682134	-0.243652979997288	-1.58127515869163	-1.14486650576701
chr1:162899953-162900217	-0.827225038773964	-0.379590135791378	-0.748870676821122	-0.979447952165635	-1.13065342722371
chr1:162904247-162904511	-1.23652782931351	-0.863827886062194	-1.02356810705969	-0.985541923742962	-0.886123249697783
chr11:63243170-63243434	-1.83177093107795	-1.94699939889446	-1.31434261945591	-1.70711570658811	-1.29865059721934
chr11:63250849-63251113	0.315769304096437	0.295403803185482	0.653693939364187	0.515946962930393	-0.124933155320641
chr11:6326574-6326838	0.268234442900622	-0.207997398325486	0.334566664309319	-0.0573933451501762	0.177873827798262
chr11:63290059-63290323	-1.09316752507883	-1.23706303022181	-1.40544485224748	-1.42833365670457	-1.23574787963399
chr1:163341290-163341554	-0.203672868788736	0.418231790276954	0.0666459376883549	1.00413411571516	0.00426253797266348
chr11:63369875-63370139	0.263760764295853	0.0557012553781474	0.0060499656217955	0.526028685270319	-0.0525255245093885
chr1:16340319-16340583	0.135124872565176	-0.434928812949388	-0.782016685453695	-0.41748732050675	1.08530862241929
chr11:6362909-6363173	-0.404609856824169	0.0135978518101207	-0.489703618197061	-0.23162333142608	0.41170286141981
chr11:6378512-6378776	0.107340353527702	0.376252366444416	0.0626735700281502	0.501505612766812	0.271649456062343
chr11:64150770-64151034	1.55065816746902	1.24115012326421	2.55473398555636	1.83858491743573	3.16986793806029
chr11:64281491-64281755	0.427442421047093	0.795221765316622	0.691409583830871	0.769423164803614	0.749118995531422
chr11:6439639-6439903	-0.900883830437324	-1.00555807380482	-0.579722828555625	-0.56454628744415	-0.667971080243538
chr11:6440668-6440932	-0.605406456228298	-0.393548295323293	-0.455879730293042	-0.905981659647471	-0.591144976199758
chr11:6441425-6441689	-0.150583156291261	-0.92196603272564	-0.78236156504545	-0.838625066606037	-0.522987428099157
chr11:64759501-64759765	1.10616536690035	0.503527314779704	1.06896180713683	1.0682554049182	-0.388523942373817
chr11:64763148-64763412	-1.86788814072147	-1.61674927213701	-1.57745669749904	-1.61579722848727	-1.83454984311433
chr1:164847069-164847333	-0.0609440642406437	0.212551541915512	-0.0277487530052457	0.133811028874734	-0.0171648400074323
chr1:165240335-165240599	0.514514193250059	0.758935479280617	0.5252596614403	1.04617910908868	0.823555150992858
chr1:165452510-165452774	0.158118306838057	-0.381156850269968	-0.21799286013662	-0.429851416751702	-0.730092771890181
chr11:6545966-6546230	0.130790892902532	0.00492268923977237	-0.140690552985065	-0.369944336174798	1.41684894171908
chr11:65487949-65488213	0.223802025807702	0.642693095563575	0.154456566269906	-0.13181123865728	-0.176354701929607
chr1:165539667-165539931	-0.738419881940175	0.150320940461348	0.17036858857827	0.995531142183371	0.229544788853595
chr11:6567461-6567725	-0.209828884645779	-0.130680410444308	0.239642766980886	-0.020355253987921	0.369823828598994
chr1:165856943-165857207	-0.406633263900095	-0.28354006469202	-0.497146616714324	-0.362326270901293	-0.231922398886059
chr1:166102241-166102505	-2.04861557855114	-1.68122255032591	-0.223404833737786	-2.71479915584343	-2.18960820226088
chr1:166379286-166379550	-2.30595539394382	-1.71092273977732	-2.14879188667538	-2.38454034260843	-2.81126928296624
chr11:66767802-66768066	-1.27719152295924	-0.659737390491329	-2.48166021945982	-1.76462274727203	-1.16447326971438
chr11:66902461-66902725	0.232391900324191	-0.26740719847958	-0.151602544539332	0.248082086505531	-0.299138275171067
chr1:166926180-166926444	-0.378034659960429	-0.11077411212309	-0.121859898632172	0.094554389221804	-0.28155579998379
chr11:6695850-6696114	-1.57396589974485	-0.927318947702564	-1.1009052367603	-1.34526993128119	-1.39344346470772
chr1:167105712-167105976	-0.940808642210454	-0.18155268715281	-0.884462502527343	-0.310124444966365	-0.96597294474974
chr1:167115943-167116207	0.171844272366004	-0.26832505925166	1.81922919485632	0.548697179711779	0.00905171551580715
chr1:167142234-167142498	-2.97452729398167	-2.1971325732916	-2.73732382498195	-2.31785648857471	-2.71503453601307
chr11:67288125-67288389	-0.25528337450188	0.553621312558812	-1.01813010246507	0.465714681644549	-0.441297260980089
chr11:67616883-67617147	0.433688169095692	0.571915243145716	0.625053410052284	0.60412941519787	0.513601305973557
chr1:167655480-167655744	0.31763020920914	0.546816669858632	0.316408045096465	0.17559704809398	0.509054318081668
chr1:167685573-167685837	-0.390275752278905	0.168087528687266	0.200179547919221	-0.298032133790626	-0.445043730148833
chr1:167913728-167913992	0.168443201282585	0.311923314237754	0.987170415846076	0.675597310723148	0.447841733000491
chr1:167922284-167922548	-1.23696926478184	-0.528572039015956	-1.65873888776105	-1.09274183401613	-2.05510366714215
chr11:68498154-68498418	-0.0396244476954435	-0.523096360888615	-0.431752822589975	-0.721170944757856	-1.02435220794026
chr11:68536034-68536298	0.214566114613336	0.570200446371587	0.164347241621579	0.418089476083095	0.254136864036146
chr1:168552199-168552463	-0.730811462249454	-1.13556134475131	-1.05980900904507	-0.108399168241805	-0.521681275562248
chr11:68581800-68582064	-1.70079762709112	-0.865819212082049	-3.22967295974738	-1.60472046879508	-2.28188367659262
chr11:69152999-69153263	1.72130525315836	0.953327580869318	1.08881050907083	1.42864283895696	0.913184168358496
chr11:69161343-69161607	-0.756109801907523	-0.190481111762691	0.345025001567237	-0.220615608640517	0.551843142055766
chr11:69396397-69396661	-2.03609195765967	-2.4164363833192	-1.55852516910891	-0.919756947723949	-1.89557382490991
chr11:69489185-69489449	0.751237266838099	0.316191444525676	0.69489368987628	0.739462675422364	0.460370071050525
chr11:69496905-69497169	0.267759798243296	0.432546675852218	0.373942573561791	0.442356935754574	0.397790302875618
chr1:169574165-169574429	-1.69820515560275	-1.75608731320094	-1.84311598494164	-2.18151120284078	-1.75321978808014
chr11:69943133-69943397	-0.236645243840878	-1.15299811313712	0.27498006634599	-0.420741053924344	-1.46978209027395
chr1:170200653-170200917	-1.01237803598488	-0.512314807300206	-0.843085282534386	-1.25466216506044	-0.940533161402455
chr1:170354446-170354710	0.145404987954779	0.598734445623663	0.38494193984057	0.000226335138679693	0.49729741320868
chr11:70409899-70410163	-3.62324475609723	-3.05768970304759	-3.33781760397331	-3.36425127029656	-3.50417883896236
chr11:70482384-70482648	-0.149486859071063	0.36676237436622	0.00890798390702384	1.09370516040659	0.165807527385127
chr1:17099348-17099612	-0.381508437603709	-0.330072511555654	-0.608853504624936	-0.331027521930072	0.0367207520569434
chr11:71153275-71153539	0.317376817714982	-0.314902128470126	-0.761768927363396	-0.726365651946069	-0.203069495092493
chr11:71207286-71207550	-0.294221166585541	-0.561045572757136	-0.914754984863068	-1.27289710831623	-0.977139010047262
chr1:17122142-17122406	0.145990854053985	0.368763847149435	-0.162594457075357	0.301545934026738	0.479551251308083
chr1:171352421-171352685	0.570633136021567	0.326174217294212	0.781672085972684	0.507777209145963	0.568354427750503
chr11:71499401-71499665	-0.827967014991642	-0.347159037531718	-1.49277712922528	-1.37061565661575	-0.177492266844031
chr11:71526501-71526765	-0.149150000105083	0.186246597138128	-0.070423673562428	0.192265983459475	0.0319190496833905
chr11:71534970-71535234	-0.512288802358257	-0.104543743535626	-0.371680165265326	-0.0355870688498798	-0.223124054962445
chr11:71901001-71901265	-0.369152888220498	-0.319886289308402	-0.772450640393312	-0.294896966870759	-0.331904302951139
chr1:172053414-172053678	-0.760868055678587	-0.557493392513693	-0.77592656956354	-0.722291445804534	-1.01847048739331
chr11:7261943-7262207	-3.02572709590097	-2.1421177015399	-3.5283999530637	-1.68037511697412	-3.39835380961254
chr11:72818255-72818519	1.19116037983146	1.38815728193708	1.50944753412212	1.47847473700712	1.4769420186511
chr11:72856332-72856596	-1.13697577970497	-1.81492872969517	-1.11080659184067	-1.62695335033646	-1.94608433540117
chr11:73175959-73176223	-3.15876801170568	-3.39467742266245	-4.11945559180073	-3.15458499936996	-3.7349342007008
chr11:73182633-73182897	-0.158925465362944	-0.0886551196801076	-0.255742485279581	1.25392640568368	-0.108278368211816
chr11:73219067-73219331	-0.993168922863509	-1.03030561248322	-0.277694689263516	-0.478172018945491	-0.7230363989217
chr11:73237541-73237805	-0.476749774350003	0.161265422815081	-0.489660583369143	-0.817240442242416	-0.351135811165681
chr11:73469843-73470107	-1.19767196760665	-0.519092307316443	-1.07067848571324	-1.35299799071403	-1.35968855802734
chr1:173504055-173504319	-0.264419262192668	0.259503614693933	0.0901975904108505	0.569362745479083	0.174148383470589
chr1:173523646-173523910	0.229165324495238	0.44971678526627	0.232263836335729	0.255059288979238	0.283669446384385
chr11:73672219-73672483	0.822956599862229	0.472458586911109	0.767021867611453	0.412387749751928	0.758308966087426
chr11:73851920-73852184	-0.825774907755117	-1.07807664668207	-0.21767298529474	-0.896821486212271	-0.598304493346064
chr1:173926151-173926415	0.665148959064938	-0.636767283557226	-0.618499416346399	-1.02770771689524	0.379715339141315
chr11:74008632-74008896	1.02608588705394	0.324879826843	0.937943991436813	0.263351834894586	0.270731131886795
chr11:74010795-74011059	-0.392451796082392	0.306650984619055	0.401679169938368	1.37159300359321	0.542640075544443
chr11:74056252-74056516	0.25665098366418	-0.0424401059829172	0.142973216934087	0.151679580762203	-0.184537646944688
chr11:74070905-74071169	-0.317603412739966	0.0666740720083717	-0.289268781343078	-0.367362692199813	-0.168918329932229
chr1:174112864-174113128	-0.040475603191534	-0.441958368758616	-1.01022996230497	-0.646058191864775	-1.0101862414726
chr1:174166510-174166774	0.175973209240278	0.77202383000945	0.00189813044139535	0.590682081284621	0.149724918589424
chr11:74179805-74180069	-0.0944724766237596	-0.260670338129354	-0.395567165691325	0.359757290279936	-0.325450909941854
chr1:174197278-174197542	-0.695868883703303	-0.670070873926655	-0.334393787784549	-0.6381037925722	-0.866024640503719
chr1:174520193-174520457	-0.483864780700384	-1.25237656385398	-1.68849378725019	-1.8102446123579	-1.09972575558527
chr1:174660250-174660514	-0.0771016612522725	-0.305089391425969	-0.238990530434826	0.305094520411441	-0.0839041990502248
chr1:174891895-174892159	-0.360393474698391	0.672328669938605	0.252731914928942	-0.0161738471797901	0.0533464528916609
chr1:175034199-175034463	1.00241486338143	1.23869049346449	1.28232434864886	1.46394436269758	1.16896912143197
chr11:7525105-7525369	0.0206952583122656	-0.128811505996982	-0.222786851448261	-0.410837382766815	-0.440240782923706
chr1:175318388-175318652	-0.250254617849854	0.0802745166482116	-0.0529296783799043	-0.0723785302716835	-0.258674803971602
chr11:7545997-7546261	-1.16305123481035	-1.56521795215412	-0.716742800517311	-0.914221412412729	-0.622180242458515
chr11:75725800-75726064	0.774406763704979	0.486617176978428	0.940994791720081	1.26969491433775	1.32543971708289
chr11:75746092-75746356	-1.22763470462779	-1.68655545511846	-0.883162298674846	-0.872622076056752	-1.15109122523356
chr11:76228373-76228637	0.79446529498181	0.366331203378125	0.443870134142692	-0.0306724096706059	0.0747154136086021
chr11:7648017-7648281	-0.603288570769229	-0.453241002528637	-0.486321442632976	-0.510249391181904	-0.632925369678499
chr1:176517724-176517988	-1.8991452193398	1.63329452041267	-1.27857775800148	-1.79345344451098	-2.34217474403523
chr1:176557707-176557971	-0.371727351473772	0.439262743104917	-0.0157388465042245	0.752008933261656	-0.461418123538089
chr11:76602711-76602975	0.516575331690065	0.323098784126017	0.689270080796973	-0.101398500980091	0.977839961389395
chr11:76649682-76649946	0.581488147853896	-0.685994455524193	-0.466431408617687	-0.159195284787816	1.19444926676283
chr1:176656940-176657204	-1.47552015081767	-2.1786352158175	-0.405295596202404	-0.0388586632670347	0.381926824190357
chr1:176692131-176692395	-0.672220250605583	0.0785340547762077	0.0436068771840832	-0.502379464352429	-0.496760301689745
chr1:176767639-176767903	-0.496833986261421	0.0719678263569149	0.272375161073785	0.518392974699714	0.0436413935897116
chr11:76823998-76824262	0.412208609182017	-0.345899882974908	0.625094252592097	1.94440375766314	0.1532960777769
chr11:77253209-77253473	-1.56409694536334	-2.0143808268556	-1.53524886551515	-1.3036597173802	-2.36684030140113
chr11:77279005-77279269	-1.26116867697716	-1.5014770726774	-1.92873479529486	-2.14206946771485	-2.1010388919572
chr11:77284852-77285116	-0.544280258175295	0.276104465120087	-0.109472416459011	-0.143253287680011	0.30627709841096
chr11:77401520-77401784	0.794102124473651	1.13254178315007	1.20976690337197	0.998526613804166	1.11890219661168
chr1:177650628-177650892	1.18701973190684	1.12445203526248	1.0170521618381	1.35047376204054	1.1707352462075
chr1:177800450-177800714	0.457973250068024	0.944007853794073	0.868558316618352	1.01542952883096	0.747562296714339
chr1:177934853-177935117	1.65215435395079	1.89206716526561	1.73215095630009	1.63711953782605	1.84759468847789
chr1:177969367-177969631	-1.26968363935015	-0.272023456435932	-0.42727824441511	0.0758666925580378	0.361158011178351
chr1:178023091-178023355	-1.2039362897553	-0.574889189539503	-0.216851393083944	-0.780470064542933	-1.23257538240001
chr1:17819449-17819713	-0.222295620452613	0.185392500102571	0.559724033857281	0.806641730698576	0.0821247623471685
chr1:17829284-17829548	-1.01747803592198	-0.748110976095626	-1.18889722401111	-0.225061966168065	-1.2440186264557
chr1:178509425-178509689	-0.0262293116820394	0.398056322845175	-0.40941967338566	1.09034404901443	0.115075697431277
chr1:178536663-178536927	-0.257460118592411	-0.377429222260866	0.0488191488288718	0.0285698783459658	-0.166678540868033
chr1:17875600-17875864	1.13725484082104	0.897870209708446	0.0557712538540916	0.76596445763965	0.677581219865001
chr1:17881380-17881644	0.193498008442175	0.836888127180755	0.390499506357164	0.612956960581603	0.517358451016736
chr1:17891700-17891964	0.236687732958419	1.0219011068782	0.624133728861084	0.249877355462606	0.822536636401251
chr11:79045413-79045677	0.911665188611703	1.28863575399026	0.895625534260091	1.0637833280698	1.30600625469317
chr11:79050250-79050514	-0.564237173956178	-0.480503133353589	-0.414754594880506	-0.24199554372906	-0.899738097115131
chr1:17930416-17930680	-0.860346547633264	-1.07989212688973	-1.00342017516915	-0.62023564941219	-0.879339248459171
chr11:79503388-79503652	-0.0815018872202797	-1.01830187746439	-0.391681922974317	-0.763715624769031	-1.16929334319947
chr1:180113389-180113653	-3.55762701662508	-3.56237091553896	-2.83354069131267	-3.40796225674307	-3.18383742791117
chr1:180175525-180175789	0.861278124111345	0.542217499799408	0.530191006412256	0.462172874220034	0.253335147445491
chr1:180603523-180603787	-1.80036877431996	-0.899612559254338	-1.43462513458858	-1.58482432087118	-0.998622503181265
chr1:180969240-180969504	0.322455775567666	0.228231836043314	0.00014764510234134	0.363938873708553	-0.541241139596363
chr1:181062083-181062347	1.02502198301497	1.01173433567995	0.897380464381765	1.38201306176518	1.51890929967959
chr1:181152600-181152864	-1.96657921839285	-0.300704213355978	-1.19467998206742	-0.663309530226168	-1.67500837892492
chr1:182229907-182230171	1.20747841730852	-0.716349001284015	0.406921751625877	-0.549987576225177	-0.862998595924843
chr1:182255236-182255500	-1.84595526668031	-0.316874532843957	-1.17487459749946	-1.61220059382635	-2.29863902506128
chr1:182257759-182258023	0.325033496516102	-0.971451822146755	-0.284414520385813	-0.440157954755534	0.00118207398808881
chr1:182362605-182362869	-0.0687391706264948	0.267676173815618	-0.806972591729541	-0.104799348231587	-0.7876437477222
chr1:182460240-182460504	-1.07809929650584	-0.396115301363345	-0.602297679215471	0.00287136215388385	-1.0321930716239
chr11:82791451-82791715	0.0406116227478802	0.504905429754442	-0.0832425612774462	0.357306997705144	-0.0629004445681599
chr1:183103485-183103749	0.229409556409813	0.581343187174677	0.903748102096524	1.13860476727068	0.603904581804191
chr1:183183215-183183479	-3.12208252308694	-2.1332050248346	-3.25000766471195	-2.94561018652621	-2.85063284117931
chr1:183356306-183356570	-1.00732877086164	0.0953687647435913	-0.646110298171146	-0.84947267429732	-1.14515917895565
chr1:183392279-183392543	-0.172596097450544	0.614216632285472	-0.576744090940682	-0.229225449344442	-0.138620350123621
chr1:183407252-183407516	0.482851159886146	0.467848157553987	0.606998084191081	0.636499649706794	0.4372871719529
chr1:183417988-183418252	0.136424013997313	-1.10114524011232	-0.0239364035340839	1.05635325104349	-0.0636995688344407
chr11:83691667-83691931	0.0502976509792289	0.037462568197796	-0.319806087089515	0.397415477102207	-0.684322384361495
chr1:183711822-183712086	-0.287569894840988	0.132446800686325	-0.196611301928909	-0.0252688557864046	-0.690148979572827
chr1:183724284-183724548	-0.680656030571875	-0.863872240342899	-0.84081569055965	-0.379794813631997	-0.245053408835663
chr1:184284341-184284605	0.339735991272099	0.8331006724362	0.0991336675307479	0.0335101955478229	-0.450859717979561
chr1:184954195-184954459	-1.06992530527933	0.377447528413577	-0.709149944956802	-0.118654760521485	-0.601459743654851
chr11:85076748-85077012	-0.432853894067455	-0.0569279197479257	-0.30845638546695	-0.327846939142554	-0.418896606066656
chr11:85539321-85539585	-0.419412115498938	-0.101038724234984	-2.08743627536275	-0.861254403652922	-0.648790247301397
chr1:185594489-185594753	0.565848976797155	0.760287657585203	0.746924015290031	0.682656858266366	0.722200332943468
chr1:185594949-185595213	-1.51171073326195	-1.76693939571066	-2.06354770618553	-1.3008805660114	-2.0398682990834
chr1:185654279-185654543	-1.90923860630662	-1.45769033427859	-2.69264213043549	-2.10600182370905	-2.0598179925561
chr1:185654968-185655232	-1.21300385315543	-2.34244951047208	-1.30367575448884	-2.04165876677863	-2.26573692205481
chr1:185969151-185969415	-1.39467796873956	-1.07002777469284	-1.23372018118992	-1.40439943027636	-1.45255578851449
chr11:86475437-86475701	-2.36507881163423	-1.94771073317709	-1.94859522133392	-1.81263150273401	-2.56381536669925
